"TimeStampCount","TimeStampGPSTime","TimeStampSchedulerTime","TimeStampSystemTime","DHW_ClothesWasherColdFlow","DHW_ClothesWasherHotFlow","DHW_DailySolarfractionf","DHW_DailyTotalHotWaterLoad_QL","DHW_DeliveryTempCW","DHW_DeliveryTempDW","DHW_DeliveryTempKitchenSink","DHW_DeliveryTempMBASink","DHW_DeliveryTempShower","DHW_DeliveryTempTub","DHW_DiSHW_asherHotFlow","DHW_DrawVolumeCW","DHW_DrawVolumeDW","DHW_DrawVolumeKitchenSink","DHW_DrawVolumeMBASink","DHW_DrawVolumeShower","DHW_DrawVolumeTub","DHW_GlycolTempSHW_HX80galHXIn","DHW_GlycolTempSHW_HX80galHXOut","DHW_HeatPumpWaterHeaterEnergyTotal","DHW_HeatPumpWaterHeaterPowerTotal","DHW_HeatpumpwaterheaterenergyQAUX","DHW_HotWaterLoad_CW","DHW_HotWaterLoad_DW","DHW_HotWaterLoad_KitchenSink","DHW_HotWaterLoad_MBASink","DHW_HotWaterLoad_s_hower","DHW_HotWaterLoad_Tub","DHW_KitchenScalelb","DHW_MBAScalelb","DHW_MainsTempDHW","DHW_MainsTempDWCW","DHW_ManifoldColdFlow","DHW_ManifoldHotFlow","DHW_MixValveColdFlow","DHW_OverUnderdraw","DHW_RoomTempBasementHPWH","DHW_SHW_PumpsEnergywithStandby","DHW_SHW_PumpsPowerWithStandby","DHW_SolartankenergyQSOLAR","DHW_StatusSolenoidCold11MBATub","DHW_StatusSolenoidCold12MBAShower","DHW_StatusSolenoidCold4KitchenSink","DHW_StatusSolenoidHot3KitchenSink","DHW_StatusSolenoidHot8MBATub","DHW_StatusSolenoidHot9MBAShower","DHW_StatusDrainTankSolenoidKitchen","DHW_StatusDrainTankSolenoidMBA","DHW_TotalHotWaterLoad_","DHW_WaterTempBA2ShowerMixed","DHW_WaterTempBA2SHW_Cold","DHW_WaterTempBA2SHW_Hot","DHW_WaterTempBA2SinkCold","DHW_WaterTempBA2SinkHot","DHW_WaterTempBA2SinkMixed","DHW_WaterTempDiSHW_asher","DHW_WaterTempHPWHIn","DHW_WaterTempHPWHOut","DHW_WaterTempKSinkCold","DHW_WaterTempKSinkHot","DHW_WaterTempKSinkMix","DHW_WaterTempMBASHW_Cold","DHW_WaterTempMBASHW_Hot","DHW_WaterTempMBASHW_Mix","DHW_WaterTempMBASinkRMixed","DHW_WaterTempMBASinkRCold","DHW_WaterTempMBASinkRHot","DHW_WaterTempMBATubCold","DHW_WaterTempMBATubHot","DHW_WaterTempMBATubMix","DHW_WaterTempManifoldColdIn","DHW_WaterTempManifoldHotIn","DHW_WaterTempMixValveColdIn","DHW_WaterTempMixValveHotIn","DHW_WaterTempSHW_HX80galHXIn","DHW_WaterTempSHW_HX80galHXOut","DHW_WaterTempSolarPreheatTank80galIn","DHW_WaterTempSolarPreheatTank80galOut","DHW_WaterTempWasherCold","DHW_WaterTempWasherHot","ElecTotal_DHW_Energy","ElecTotal_DHW_Power"
671,"2015-02-01 16:10:49+00:00","2015-02-01 16:10:38.864752+00:00","2015-02-01 16:10:48.891800+00:00",2.69484,1.816375,-510.632413085,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2418983576,17.4629288426,1826.01259277,6.92,1826.01259277,0,0,0,0,0,0,-0.546448459815,-6.98651165445,0,0,6.923742,25.324272,0,0,20.1997814851,37.464,3.36,0,0,0,0,0,0,0,0,0,0,21.0690055247,21.7101111995,21.8911915808,21.4976126285,22.4485874058,22.3608477002,21.7279788224,22.2470946825,50.0400352962,22.5656283669,33.0474599845,29.8101965677,24.4557120883,25.045034712,22.1415961695,25.9888562427,-65164.7963191,-65142.914789,20.8865008637,20.9574541966,19.8757688113,11.4767535968,49.806718554,20.1362092809,22.0670800627,20.0069091611,20.383010464,12.3495036651,22.1438831048,13.8105306479,47.185026613,1863.47659277,13.74
672,"2015-02-01 16:11:49+00:00","2015-02-01 16:11:38.864751+00:00","2015-02-01 16:11:48.891871+00:00",2.69484,1.816375,-510.669398306,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3109319658,17.5047095134,1826.14459277,6.92,1826.14459277,0,0,0,0,0,0,-0.485915282227,-6.98437181885,0,0,6.923742,25.324272,0,0,20.2548434985,37.52,3.36,0,0,0,0,0,0,0,0,0,0,21.0893055415,21.6948844493,21.8772792589,21.5128333764,22.4528394972,22.333854216,21.745505735,22.2121657255,49.7457917507,22.5395301703,32.8127669307,29.5891446146,24.4170091051,24.9795578871,22.0985986298,25.9275828198,-65166.65395,-65146.4767289,20.904536235,20.9975077475,19.8690918395,11.5919794801,49.590405332,20.1200937591,22.0233837805,19.9949712467,20.3714101562,12.8324965921,22.1126783633,13.8819822888,46.8462624376,1863.66459277,13.74
673,"2015-02-01 16:12:49+00:00","2015-02-01 16:12:38.864753+00:00","2015-02-01 16:12:48.891883+00:00",2.69484,1.816375,-510.706383526,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2489389755,17.5067397019,1826.27659277,6.92,1826.27659277,0,0,0,0,0,0,-0.601426608029,-6.98080542614,0,0,6.923742,25.324272,0,0,20.2328716258,37.576,3.36,0,0,0,0,0,0,0,0,0,0,20.9295895404,21.6311450235,21.7745839187,21.4622812148,22.3446633062,22.2298120695,21.6817714781,22.1735509505,49.5910807293,22.514056024,32.4365655782,29.3722741499,24.2890988876,24.7960949481,21.9992404373,25.7671093957,-65153.2326995,-65125.7214762,20.8516573734,20.9165345635,19.8234076059,11.6815894928,49.2863329909,20.1044287149,22.0215302447,19.9572877646,20.353562668,13.1141566146,22.0679864399,14.0033916225,46.3669030518,1863.85259277,13.74
674,"2015-02-01 16:13:49+00:00","2015-02-01 16:13:38.864751+00:00","2015-02-01 16:13:48.891868+00:00",2.69484,1.816375,-510.743368747,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2807102554,17.5804480438,1826.40859277,6.92,1826.40859277,0,0,0,0,0,0,-0.495150670508,-7.03339350744,0,0,6.923742,25.324272,0,0,20.253460772,37.632,3.36,0,0,0,0,0,0,0,0,0,0,20.9520148219,21.5974680009,21.7556790138,21.4608478446,22.3578029858,22.2027246887,21.6861283236,22.2457415939,49.2908141107,22.4877714997,32.1979892677,29.1457314905,24.2490761097,24.7496721939,21.9697623616,25.6456004593,-65154.9782279,-65131.1360436,20.8493262287,20.9196727953,19.8167322824,11.8151009532,49.0736766758,20.1579191455,22.029798172,20.0046523002,20.4116569155,13.4522153718,22.1010539971,14.2480230598,46.0251367178,1864.04059277,13.74
675,"2015-02-01 16:14:49+00:00","2015-02-01 16:14:38.864752+00:00","2015-02-01 16:14:48.891884+00:00",2.69484,1.816375,-510.780353967,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2912486752,17.5842270047,1826.54059277,6.92,1826.54059277,0,0,0,0,0,0,-0.534636414978,-6.97983277361,0,0,6.923742,25.324272,0,0,20.2218579313,37.688,3.36,0,0,0,0,0,0,0,0,0,0,20.9386562286,21.5873999991,21.716083159,21.4715365264,22.3139004416,22.1929246273,21.7141846145,22.2871722892,49.2123322865,22.4893752103,31.9566521003,28.9461393959,24.1824673499,24.6552284618,21.9051656914,25.559068258,-65156.5271776,-65129.0261522,20.8714047515,20.9274587715,19.8023932624,11.9071847758,48.8117773901,20.104136879,21.9611709038,19.9349504173,20.3614796427,13.3495994675,22.022920417,14.4480194461,45.6899785193,1864.22859277,13.74
676,"2015-02-01 16:15:49+00:00","2015-02-01 16:15:38.864749+00:00","2015-02-01 16:15:48.891836+00:00",2.69484,1.816375,-510.817339188,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3156653337,17.5981186301,1826.67259277,6.92,1826.67259277,0,0,0,0,0,0,-0.669896698061,-7.01595060501,0,0,6.923742,25.324272,0,0,20.2542015164,37.744,3.36,0,0,0,0,0,0,0,0,0,0,20.9067684673,21.5442009714,21.6956624557,21.4335770059,22.3000969209,22.1300291639,21.6910021222,22.2347754693,49.0059498422,22.440527511,31.6784732378,28.7051299849,24.0957592616,24.5675644058,21.8315065739,25.4330724819,-65152.737444,-65127.8562996,20.858310839,20.9219635357,19.7922227467,12.0705815398,48.5416441771,20.1073528848,21.950279626,19.9471306961,20.360678859,13.4880246579,22.0204259674,14.6840444951,45.2968463872,1864.41659277,13.74
677,"2015-02-01 16:16:49+00:00","2015-02-01 16:16:38.864751+00:00","2015-02-01 16:16:48.891819+00:00",2.69484,1.816375,-510.854324409,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3631807898,17.6718532322,1826.80459277,6.92,1826.80459277,0,0,0,0,0,0,-0.461106337726,-7.11152992907,0,0,6.923742,25.324272,0,0,20.2737688167,37.8,3.36,0,0,0,0,0,0,0,0,0,0,20.923689734,21.5417345142,21.7052979305,21.4697469389,22.2980536077,22.152482644,21.7188422733,22.4741471651,48.6732347884,22.4529585884,31.4750787228,28.5594722528,24.0597041012,24.5328194049,21.8254694237,25.3652098689,-65158.4580141,-65135.8559447,20.891068872,20.9480178213,19.8247593999,12.2189760236,48.3243998623,20.1674079579,21.9763676213,19.9919415723,20.4022084048,14.3363109572,22.0619653159,14.9291310846,45.0024262884,1864.60459277,13.74
678,"2015-02-01 16:17:49+00:00","2015-02-01 16:17:38.864750+00:00","2015-02-01 16:17:48.891819+00:00",2.69484,1.816375,-510.891309629,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3540158317,17.731938651,1826.93659277,6.92,1826.93659277,0,0,0,0,0,0,-0.489384638872,-7.11341039066,0,0,6.923742,25.324272,0,0,20.3118495463,37.856,3.36,0,0,0,0,0,0,0,0,0,0,20.9113452043,21.5300933195,21.6879548715,21.4489788688,22.2899077065,22.1262919038,21.7176523487,22.377338235,48.5053601287,22.4391323559,31.2643680894,28.3855641546,23.9847539843,24.4933541164,21.764171225,25.2962273733,-65156.5352284,-65136.4287441,20.8606376584,20.9586154321,19.8312116467,12.3413804811,48.0662049619,20.1634078967,21.9926508956,20.0137204791,20.4452971222,14.2185373587,22.0469183778,15.167695584,44.6246744986,1864.79259277,13.74
679,"2015-02-01 16:18:49+00:00","2015-02-01 16:18:38.864751+00:00","2015-02-01 16:18:48.891808+00:00",2.69484,1.816375,-510.92829485,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3655665326,17.7290270979,1827.06859277,6.92,1827.06859277,0,0,0,0,0,0,-0.498530757625,-7.08831595485,0,0,6.923742,25.324272,0,0,20.3458887059,37.912,3.36,0,0,0,0,0,0,0,0,0,0,20.9152604233,21.5443182464,21.6765185666,21.4670605116,22.3031282104,22.1051392292,21.7513096569,22.480629558,48.384851116,22.445484252,31.0453214565,28.2122610929,23.9572497641,24.4205786712,21.7462251813,25.2054395658,-65163.890103,-65144.5154321,20.932185972,20.9978064596,19.8838740235,12.5073942571,47.8153981943,20.100374152,21.9169140108,19.9486606701,20.3871189302,14.5501099166,21.981975642,15.4010946466,44.3338909678,1864.98059277,13.74
680,"2015-02-01 16:19:49+00:00","2015-02-01 16:19:38.864749+00:00","2015-02-01 16:19:48.891830+00:00",2.69484,1.816375,-510.96528007,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3913787744,17.7666120425,1827.20059277,6.92,1827.20059277,0,0,0,0,0,0,-0.505181372991,-7.17721639804,0,0,6.923742,25.324272,0,0,20.2967294242,37.968,3.36,0,0,0,0,0,0,0,0,0,0,20.8971675301,21.4880840491,21.6816799825,21.4519787951,22.2642231984,22.0717093442,21.7053112535,22.3326081387,48.0942223123,22.4133696693,30.8120182724,28.0281212814,23.8866352199,24.3561928461,21.722233634,25.1026698119,-65159.7513506,-65141.8456901,20.8967968771,20.9928812599,19.8540372705,12.6250102942,47.5719011319,20.1227564071,21.9228259953,19.9728006625,20.4137910673,14.5115092894,21.9855248155,15.5801817716,43.9801866782,1865.16859277,13.74
681,"2015-02-01 16:20:49+00:00","2015-02-01 16:20:38.864749+00:00","2015-02-01 16:20:48.891809+00:00",2.69484,1.816375,-511.002265291,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4547744783,17.7699031003,1827.33259277,6.92,1827.33259277,0,0,0,0,0,0,-0.508869845937,-7.09071516448,0,0,6.923742,25.324272,0,0,20.3133048045,38.024,3.36,0,0,0,0,0,0,0,0,0,0,20.9029047456,21.5023436483,21.6505422441,21.4891535554,22.2579170676,22.0765852515,21.7243189956,22.4119484855,48.0624037794,22.4142091107,30.604904181,27.8697568399,23.8594864933,24.3015507864,21.6993833797,25.0218579644,-65165.2964175,-65142.5335136,20.9277755167,20.9738273818,19.8537961899,12.7896604392,47.3198572764,20.146926071,21.9288730018,19.9927779169,20.4344637187,15.2719683878,21.9990969802,15.8169373006,43.6387585201,1865.35659277,13.74
682,"2015-02-01 16:21:49+00:00","2015-02-01 16:21:38.864751+00:00","2015-02-01 16:21:48.891820+00:00",3.54028,1.816375,-511.039250511,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4351001701,17.8151478527,1827.46459277,6.92,1827.46459277,0,0,0,0,0,0,-0.605528968894,-7.16094067867,0,0,7.872606,25.324272,0,0,20.3335807233,38.08,3.36,0,0,0,0,0,0,0,0,0,0,20.810284203,21.4377125066,21.5618143293,21.4298701913,22.1841479594,22.0073818337,21.7152974976,22.5883300352,47.9786568076,22.3840099412,30.365739287,27.6868700095,23.7616514503,24.1768648945,21.6401664444,24.8952968756,-65154.8293756,-65130.2301442,20.8834156305,20.950739986,19.8313047918,12.2290091372,47.0421813954,20.1371169118,21.9291805674,20.0010661484,20.4480281507,14.7429850486,21.9878218364,12.8385619166,43.2558263935,1865.54459277,13.74
683,"2015-02-01 16:22:49+00:00","2015-02-01 16:22:38.864749+00:00","2015-02-01 16:22:48.891829+00:00",5.4161,1.816375,-511.076235732,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4924820679,17.8099139541,1827.59659277,6.92,1827.59659277,0,0,0,0,0,0,-0.579640667727,-7.1479071345,0,0,9.977898,25.324272,0,0,20.290816477,38.136,3.36,0,0,0,0,0,0,0,0,0,0,20.7907782627,21.4283707341,21.5422009798,21.44500829,22.1703521931,21.9806134315,21.7001745677,22.573217275,47.6875096175,22.3793866282,30.1485256727,27.5100756732,23.7242136121,24.1315116302,21.6243496741,24.8164419393,-65157.9877898,-65133.6017733,20.8999506076,20.9686878029,19.8477547859,10.3256206405,46.8090080476,20.1365945251,21.8870664667,19.96320315,20.4172676223,15.2527109338,21.9434120731,10.7224165482,42.9492225253,1865.73259277,13.74
684,"2015-02-01 16:23:49+00:00","2015-02-01 16:23:38.864751+00:00","2015-02-01 16:23:48.891866+00:00",6.65784,1.816375,-511.113220953,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4785860581,17.8580742393,1827.72859277,6.92,1827.72859277,0,0,0,0,0,0,-0.736410962998,-7.16094067868,0,0,11.371542,25.324272,0,0,20.3348310649,38.192,3.36,0,0,0,0,0,0,0,0,0,0,20.8045249143,21.4272396265,21.5564750256,21.4835047974,22.193866372,21.9780785241,21.685066157,22.7996001313,47.4681050194,22.3685783995,29.9679164785,27.4015360296,23.6935892749,24.082890691,21.5938857432,24.7528043786,-65162.2120521,-65139.7326038,20.9254156137,20.9890086875,19.8476605093,9.71004368731,46.5842015777,20.1493102315,21.8712665895,19.9982277391,20.4525028261,16.0629162019,21.9374301397,10.3474173148,42.626038707,1865.92059277,13.74
685,"2015-02-01 16:24:49+00:00","2015-02-01 16:24:38.864749+00:00","2015-02-01 16:24:48.891878+00:00",7.17303,1.816375,-511.150206173,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4489969339,17.864118788,1827.86059277,6.92,1827.86059277,0,0,0,0,0,0,-0.565641508012,-7.13156657163,0,0,11.949756,25.324272,0,0,20.3435716397,38.248,3.36,0,0,0,0,0,0,0,0,0,0,20.7534603385,21.3805407457,21.4942094319,21.4461045895,22.1248879742,21.945236279,21.712898165,22.5669351528,47.4244161125,22.3450484519,29.7260282054,27.2118546167,23.6139205885,23.9881806858,21.5645626418,24.6830131543,-65156.8739029,-65128.4237501,20.9020902553,20.9516351867,19.8263500704,9.85495036919,46.3181271404,20.1177826813,21.8106680615,19.9623589991,20.4068946558,15.5445016747,21.9014081939,10.1287384593,42.2974752934,1866.10859277,13.74
686,"2015-02-01 16:25:49+00:00","2015-02-01 16:25:38.864750+00:00","2015-02-01 16:25:48.891865+00:00",7.17303,1.816375,-511.187191394,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.476118394,17.9235864758,1827.99259277,6.92,1827.99259277,0,0,0,0,0,0,-0.597275550536,-7.16736018553,0,0,11.949756,25.324272,0,0,20.334748811,38.304,3.36,0,0,0,0,0,0,0,0,0,0,20.7950675643,21.3939067308,21.5287353714,21.4682187174,22.1433626066,21.9783674454,21.75660864,22.8818111972,47.3127714727,22.3356391803,29.5719656499,27.1058501867,23.6035921071,23.9661998147,21.5176703603,24.6097342791,-65164.1230488,-65138.9445431,20.9494261446,21.0028800475,19.8392695621,9.91021831619,46.118627097,20.1175450243,21.8441064797,19.9666065662,20.4286400626,15.5154066734,21.921941453,10.5209431629,42.0268639889,1866.29659277,13.74
687,"2015-02-01 16:26:49+00:00","2015-02-01 16:26:38.864751+00:00","2015-02-01 16:26:48.891862+00:00",7.17303,1.816375,-511.224176614,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5125381814,17.9391995616,1828.12459277,6.92,1828.12459277,0,0,0,0,0,0,-0.664398474722,-7.1860351145,0,0,11.949756,25.324272,0,0,20.3629984904,38.36,3.36,0,0,0,0,0,0,0,0,0,0,20.7574642418,21.3765883842,21.5072637267,21.478441627,22.1215032008,21.9326169209,21.7393495193,22.7202226876,46.8092226526,22.3317047468,29.3915688262,26.9479895991,23.5634971257,23.8831293646,21.5239832013,24.5450983675,-65164.7241281,-65137.2193373,20.9399591733,21.0039282042,19.8720731163,10.0940285672,45.8814741687,20.1023900519,21.8105939838,19.9604448859,20.4009222254,15.313533961,21.8964374591,10.8737296731,41.712672741,1866.48459277,13.74
688,"2015-02-01 16:27:49+00:00","2015-02-01 16:27:38.864749+00:00","2015-02-01 16:27:48.891828+00:00",7.17303,1.816375,-511.261161835,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5513654225,17.9733391632,1828.25659277,6.92,1828.25659277,0,0,0,0,0,0,-0.623622374581,-7.18045857321,0,0,11.949756,25.324272,0,0,20.3484691389,38.416,3.36,0,0,0,0,0,0,0,0,0,0,20.6876681759,21.2938649713,21.4445811378,21.4227964607,22.0784942058,21.8514824465,21.686999338,22.5474464674,46.8196909704,22.2639091911,29.1736841133,26.8088935846,23.4421998971,23.8009090898,21.4593979224,24.3930238771,-65152.0700526,-65129.0526847,20.8809478354,20.964064983,19.8479457144,10.2056547568,45.6318113481,20.1229679746,21.8198032582,20.0007205127,20.451173933,15.2082690504,21.9071395507,11.150508872,41.3235826463,1866.67259277,13.74
689,"2015-02-01 16:28:49+00:00","2015-02-01 16:28:38.864751+00:00","2015-02-01 16:28:48.891859+00:00",7.17303,1.816375,-511.298147056,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5396327021,17.9923170129,1828.38859277,6.92,1828.38859277,0,0,0,0,0,0,-0.687162327065,-7.15322430177,0,0,11.949756,25.324272,0,0,20.325407773,38.472,3.36,0,0,0,0,0,0,0,0,0,0,20.7152723297,21.3113993314,21.4398818285,21.4492109301,22.0756355144,21.8766581471,21.7068248964,22.7943521449,46.7456959563,22.2505246188,28.9899387236,26.669878559,23.4009174545,23.7438289255,21.4087976778,24.3473191306,-65155.2015979,-65131.7651719,20.8987861958,20.9671454024,19.821582023,10.3699945895,45.4106673091,20.1393880637,21.8079779643,19.9835067019,20.4651039089,15.7679845897,21.9157718104,11.5087767377,41.0228827044,1866.86059277,13.74
690,"2015-02-01 16:29:49+00:00","2015-02-01 16:29:38.864750+00:00","2015-02-01 16:29:48.891870+00:00",7.17303,1.816375,-511.335132276,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6049048464,18.0252575119,1828.52059277,6.92,1828.52059277,0,0,0,0,0,0,-0.583126255677,-7.19602101403,0,0,11.949756,25.324272,0,0,20.3029647833,38.528,3.36,0,0,0,0,0,0,0,0,0,0,20.69174316,21.3272847939,21.4345695088,21.4632017541,22.069627729,21.8846508384,21.7077796454,22.9706153563,46.9400824083,22.3028541536,28.8538387471,26.5394133274,23.3877911081,23.7242013535,21.4504381249,24.3066092958,-65163.5629105,-65136.4086628,20.9377517793,21.0022396175,19.8524053496,10.5561794744,45.1984473128,20.1485171328,21.7935496957,20.0072542437,20.4633160083,15.8535973871,21.8934064741,11.8315410718,40.7568527925,1867.04859277,13.74
691,"2015-02-01 16:30:49+00:00","2015-02-01 16:30:38.864750+00:00","2015-02-01 16:30:48.891806+00:00",7.17303,1.816375,-511.372117497,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5536897916,18.0589197878,1828.65259277,6.92,1828.65259277,0,0,0,0,0,0,-0.686009933321,-7.23149041039,0,0,11.949756,25.324272,0,0,20.3606286675,38.584,3.36,0,0,0,0,0,0,0,0,0,0,20.6530380556,21.2434884545,21.3617168853,21.3920402862,22.0396633406,21.8070965475,21.6844840264,23.0399197805,46.5762551879,22.2291032323,28.6400417646,26.4063803319,23.3020475829,23.630952321,21.3614474876,24.1679757326,-65151.9070038,-65127.3766521,20.9050727418,20.938538421,19.8452828494,10.665155817,44.9366608293,20.1157705409,21.770452784,19.9587453413,20.4272945996,15.709179307,21.8430735408,12.0718361832,40.3916734894,1867.23659277,13.74
692,"2015-02-01 16:31:49+00:00","2015-02-01 16:31:38.864749+00:00","2015-02-01 16:31:48.891791+00:00",7.17303,1.816375,-511.409102717,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6239343548,18.0611419837,1828.78459277,6.92,1828.78459277,0,0,0,0,0,0,-0.705454562836,-7.18169059977,0,0,11.949756,25.324272,0,0,20.3956241732,38.64,3.36,0,0,0,0,0,0,0,0,0,0,20.7248099162,21.3137778535,21.439529026,21.485143394,22.0860558036,21.8556034422,21.7255796446,23.1914258665,46.4253731569,22.2735343784,28.5555251305,26.3159041212,23.3049667589,23.6546865082,21.3862468138,24.1744782986,-65166.795906,-65145.5344109,20.9546425535,21.0251637992,19.9259696127,10.8441754343,44.8053423791,20.1211952451,21.7474674985,19.969444805,20.4572830621,15.927232198,21.8342058624,12.4577781136,40.1651798833,1867.42459277,13.74
693,"2015-02-01 16:32:49+00:00","2015-02-01 16:32:38.864723+00:00","2015-02-01 16:32:48.891846+00:00",7.430625,1.816375,-511.446087938,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5726821066,18.0998944533,1828.91659277,6.92,1828.91659277,0,0,0,0,0,0,-0.591359385516,-7.15231649272,0,0,12.246276,25.324272,0,0,20.3817488966,38.696,3.36,0,0,0,0,0,0,0,0,0,0,20.6194676542,21.2472158472,21.3388667569,21.4337953427,21.992058956,21.8119859552,21.7037392112,22.9023822322,46.423204911,22.2150535405,28.335650079,26.1411851306,23.250420206,23.5156480633,21.3369434206,24.0615030389,-65158.4817498,-65127.4232285,20.9511504263,20.9692425303,19.8267900164,10.9724069835,44.4919482196,20.1238675953,21.753814446,19.9436980155,20.4522592325,16.0492353215,21.8310273666,12.262060397,39.8231878047,1867.61259277,13.74
694,"2015-02-01 16:33:49+00:00","2015-02-01 16:33:38.864725+00:00","2015-02-01 16:33:48.891802+00:00",9.161135,1.816375,-511.483073158,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6403020836,18.1008705206,1829.04859277,6.92,1829.04859277,0,0,0,0,0,0,-0.577027494193,-7.28213318656,0,0,14.188482,25.324272,0,0,20.3421909886,38.752,3.36,0,0,0,0,0,0,0,0,0,0,20.6332363719,21.1799565265,21.3220083946,21.4036884121,22.0043556653,21.7496463308,21.6624798683,22.9002048092,45.9889279423,22.20444539,28.1596670769,26.0472560334,23.1624586695,23.4702171958,21.2689302668,23.9744113701,-65152.2630562,-65131.2999341,20.8885892905,20.9803384412,19.8530920235,9.2909756529,44.2956194942,20.1240832115,21.7232250621,19.9681770274,20.4359182618,16.3370686427,21.8106099827,9.66147748043,39.4900089281,1867.80059277,13.74
695,"2015-02-01 16:34:49+00:00","2015-02-01 16:34:38.864724+00:00","2015-02-01 16:34:48.891845+00:00",10.60763,1.816375,-511.520058379,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6524578098,18.1594356767,1829.18059277,6.92,1829.18059277,0,0,0,0,0,0,-0.616614680595,-7.33679625994,0,0,15.819342,25.324272,0,0,20.3900659626,38.808,3.36,0,0,0,0,0,0,0,0,0,0,20.6855412143,21.2223016171,21.3827018866,21.4518279527,22.043534898,21.807579633,21.737537177,22.7988495035,46.1353896227,22.2312326402,28.0664090848,25.9632349357,23.1647497919,23.5041185061,21.3115470241,23.9659438303,-65164.9898205,-65144.3500445,20.9665303871,21.044120852,19.9009699412,9.12581313188,44.1380387622,20.1668959397,21.7587748728,20.0144155953,20.4929273377,16.7666863128,21.8516181919,9.70183798345,39.2742977706,1867.98859277,13.74
696,"2015-02-01 16:35:49+00:00","2015-02-01 16:35:38.864722+00:00","2015-02-01 16:35:48.891840+00:00",11.96826,1.816375,-511.5570436,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7263929126,18.1603195928,1829.31259277,6.92,1829.31259277,0,0,0,0,0,0,-0.584558634883,-7.29510188725,0,0,17.34642,25.324272,0,0,20.3692227723,38.864,3.36,0,0,0,0,0,0,0,0,0,0,20.615914493,21.1616917575,21.3098639474,21.3969746728,21.989033717,21.7118606583,21.6544001756,23.1764447721,46.1647255321,22.1792616681,27.8642256118,25.8166015243,23.0861749825,23.3888474125,21.2553936681,23.8532731618,-65153.7689138,-65133.245956,20.9045927767,20.9858218219,19.8601854118,8.56687699469,43.8851268651,20.1332170308,21.6853983586,19.9848974397,20.4463532616,16.9428700849,21.8083588938,9.01266429721,38.8898382325,1868.17659277,13.74
697,"2015-02-01 16:36:49+00:00","2015-02-01 16:36:38.864724+00:00","2015-02-01 16:36:48.891837+00:00",11.96826,1.816375,-511.59402882,12177.4047289,0,0,0,0,0,0,0,0,0,0,0,0,0,17.688159411,18.17724093,1829.44459277,6.92,1829.44459277,0,0,0,0,0,0,-0.633113400051,-7.32214162817,0,0,17.34642,25.324272,0,0,20.374460557,38.92,3.36,0,0,0,0,0,0,0,0,0,0,20.6190835966,21.1855410209,21.3164717852,21.4333655149,21.9870642067,21.7307485518,21.7177102739,23.0807526718,45.4673107,22.191211893,27.7573575315,25.7178775745,23.0608719412,23.3662443597,21.2508865973,23.8270559324,-65158.6497674,-65138.4638709,20.9386952789,21.0243996534,19.8827459695,8.59542754753,43.7092102625,20.1245245494,21.6861604374,19.957903284,20.4676345509,16.8806320926,21.7764736826,9.29278524587,38.6631568996,1868.36459277,13.74
